strict_order,batch_id,processing_priority,classification_bucket,gl_target_hint,receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,recommended_step,receipt_source
1,P1-2012-01-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217018,2012-01-01,CANADIAN TIRE,8.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
1357,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215772,2012-09-15,MACS CONVENIENCE,5.98,cash,,False,,manual classify and post,
1358,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215106,2012-09-15,MR SUDS INC.,12.35,cash,,False,,manual classify and post,
1359,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215107,2012-09-15,MR SUDS INC.,10.45,cash,,False,,manual classify and post,
1360,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217116,2012-09-15,REAL CANADIAN WHOLESALE CLUB,3.67,cash,,False,,manual classify and post,
1361,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215246,2012-09-15,RUN'N ON EMPTY,78.00,cash,,False,,manual classify and post,
1362,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217558,2012-09-15,WOK BOX,16.09,cash,,False,,manual classify and post,
1363,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215245,2012-09-16,RUN'N ON EMPTY,50.00,cash,,False,,manual classify and post,
1364,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217326,2012-09-16,STARBUCKS,10.59,cash,,False,,manual classify and post,
1365,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217168,2012-09-17,CASEYS NORTH BAY,44.03,cash,,False,,manual classify and post,
1366,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217072,2012-09-17,REAL CANADIAN SUPERSTORE,21.52,cash,,False,,manual classify and post,
1367,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215169,2012-09-17,SUPER CLEAN,10.00,cash,,False,,manual classify and post,
1368,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214867,2012-09-18,FORMULA 21 GASOLINE,145.00,cash,,False,,manual classify and post,
1369,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217568,2012-09-18,MR SUDS INC.,21.85,cash,,False,,manual classify and post,
1370,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217560,2012-09-19,ASIAN KITCHEN,10.80,cash,,False,,manual classify and post,
1371,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217159,2012-09-19,COOP,120.50,cash,,False,,manual classify and post,
1372,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217160,2012-09-19,COOP,21.66,cash,,False,,manual classify and post,
1373,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214081,2012-09-19,FLYING J,10.00,cash,,False,,manual classify and post,
1374,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215105,2012-09-19,MR SUDS INC.,16.15,cash,,False,,manual classify and post,
1375,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,185193,2012-09-19,SAFEWAY,30.19,cash,,False,,manual classify and post,
1376,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217554,2012-09-21,DENNYS,50.21,cash,,False,,manual classify and post,
1377,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217412,2012-09-21,pacini calgary,15.63,cash,,False,,manual classify and post,
1378,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217151,2012-09-22,7-ELEVEN,62.00,cash,,False,,manual classify and post,
1379,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217508,2012-09-22,A&W,14.49,cash,,False,,manual classify and post,
1380,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217559,2012-09-22,ASIAN KITCHEN,10.80,cash,,False,,manual classify and post,
1381,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215103,2012-09-22,MR SUDS INC.,14.25,cash,,False,,manual classify and post,
1382,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215104,2012-09-22,MR SUDS INC.,6.65,cash,,False,,manual classify and post,
1383,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215108,2012-09-22,MR SUDS INC.,8.55,cash,,False,,manual classify and post,
1384,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215241,2012-09-22,RUN'N ON EMPTY,200.00,cash,,False,,manual classify and post,
1385,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217147,2012-09-22,SOBEYS,41.15,cash,,False,,manual classify and post,
1386,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217052,2012-09-22,THE SOURCE,69.27,cash,,False,,manual classify and post,
1387,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215248,2012-09-23,RUN'N ON EMPTY,60.00,cash,,False,,manual classify and post,
1388,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217569,2012-09-26,SUSHI SUSHI,33.78,cash,,False,,manual classify and post,
1389,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217057,2012-09-26,THE SOURCE,37.30,cash,,False,,manual classify and post,
1390,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214938,2012-09-27,BANFF NATIONAL PARK,19.60,cash,,False,,manual classify and post,
1391,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217194,2012-09-27,PUROLATOR,5.79,cash,,False,,manual classify and post,
1392,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214066,2012-09-28,COOP,22.30,cash,,False,,manual classify and post,
1393,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215698,2012-09-28,HIGHLANDER WINE AND SPRIRITS,27.45,cash,,False,,manual classify and post,
1394,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215102,2012-09-28,MR SUDS INC.,7.60,cash,,False,,manual classify and post,
1395,P5-2012-09-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215770,2012-09-29,A BUCK OR TWO,75.60,cash,,False,,manual classify and post,
1396,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215289,2012-10-01,RUN'N ON EMPTY,50.00,cash,,False,,manual classify and post,
1397,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215179,2012-10-01,SUPER CLEAN,10.00,cash,,False,,manual classify and post,
1398,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217083,2012-10-01,WALMART,5.82,cash,,False,,manual classify and post,
1399,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217051,2012-10-02,PRAIRIE OFFICE SUPPLIES,9.63,cash,,False,,manual classify and post,
1400,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217226,2012-10-02,RED DEER REGISTRIES,40.00,cash,,False,,manual classify and post,
1401,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215066,2012-10-03,MR SUDS INC.,11.40,cash,,False,,manual classify and post,
1402,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215288,2012-10-03,RUN'N ON EMPTY,60.00,cash,,False,,manual classify and post,
1403,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215071,2012-10-04,MR SUDS INC.,18.05,cash,,False,,manual classify and post,
1404,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215167,2012-10-04,SUPER CLEAN,8.00,cash,,False,,manual classify and post,
1405,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215285,2012-10-05,RUN'N ON EMPTY,35.00,cash,,False,,manual classify and post,
1406,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215065,2012-10-06,MR SUDS INC.,4.80,cash,,False,,manual classify and post,
1407,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215283,2012-10-06,RUN'N ON EMPTY,100.57,cash,,False,,manual classify and post,
1408,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215168,2012-10-08,SUPER CLEAN,6.00,cash,,False,,manual classify and post,
1409,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215282,2012-10-09,RUN'N ON EMPTY,58.00,cash,,False,,manual classify and post,
1410,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217049,2012-10-10,LOCKED SOLID,43.47,cash,,False,,manual classify and post,
1411,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217373,2012-10-12,MONGOLIE GRILL,56.63,cash,,False,,manual classify and post,
1412,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215072,2012-10-12,MR SUDS INC.,9.60,cash,,False,,manual classify and post,
1413,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215280,2012-10-12,RUN'N ON EMPTY,40.00,cash,,False,,manual classify and post,
1414,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214996,2012-10-12,UNREADABLE,20.01,cash,,False,,manual classify and post,
1415,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214039,2012-10-12,UNREADABLE RECEIPT,5.98,cash,,False,,manual classify and post,
1416,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217370,2012-10-13,MR MIKES,47.71,cash,,False,,manual classify and post,
1417,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215278,2012-10-13,RUN'N ON EMPTY,182.92,cash,,False,,manual classify and post,
1418,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215279,2012-10-13,RUN'N ON EMPTY,6.00,cash,,False,,manual classify and post,
1419,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217374,2012-10-15,GEORGE'S PIZZA,26.12,cash,,False,,manual classify and post,
1420,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217367,2012-10-15,MR MIKES,23.07,cash,,False,,manual classify and post,
1421,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215070,2012-10-16,MR SUDS INC.,2.50,cash,,False,,manual classify and post,
1422,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217206,2012-10-17,JEVCO INSURANCE,37.86,cash,,False,,manual classify and post,
1423,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215073,2012-10-17,MR SUDS INC.,7.60,cash,,False,,manual classify and post,
1424,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214961,2012-10-17,PRAIRIE OFFICE SUPPLIES,9.42,cash,,False,,manual classify and post,
1425,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214850,2012-10-17,THE KEY HOLE,55.65,cash,,False,,manual classify and post,
1426,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214838,2012-10-18,FINNING,343.28,cash,,False,,manual classify and post,
1427,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217577,2012-10-18,LITTLE CAESARS,16.89,cash,,False,,manual classify and post,
1428,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214835,2012-10-19,KINDOPPS,39.86,cash,,False,,manual classify and post,
1429,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214836,2012-10-19,WINDSHIELD SURGEONS,20.00,cash,,False,,manual classify and post,
1430,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214837,2012-10-19,WINDSHIELD SURGEONS,42.00,cash,,False,,manual classify and post,
1431,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217369,2012-10-20,HOOTERS,23.08,cash,,False,,manual classify and post,
1432,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217507,2012-10-20,MONGOLIE GRILL,10.89,cash,,False,,manual classify and post,
1433,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215068,2012-10-20,MR SUDS INC.,6.65,cash,,False,,manual classify and post,
1434,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215069,2012-10-20,MR SUDS INC.,7.60,cash,,False,,manual classify and post,
1435,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217228,2012-10-20,NOFRILLS,55.00,cash,,False,,manual classify and post,
1436,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217061,2012-10-20,SAVE ON FOODS,42.12,cash,,False,,manual classify and post,
1437,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217134,2012-10-20,SOBEYS,26.67,cash,,False,,manual classify and post,
1438,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217138,2012-10-20,SOBEYS,5.89,cash,,False,,manual classify and post,
1439,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215067,2012-10-21,MR SUDS INC.,11.40,cash,,False,,manual classify and post,
1440,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217532,2012-10-23,WOK BOX,10.49,cash,,False,,manual classify and post,
1441,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215759,2012-10-24,PEAVEY MART,13.36,cash,,False,,manual classify and post,
1442,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217082,2012-10-24,WALMART,38.35,cash,,False,,manual classify and post,
1443,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217372,2012-10-25,MCDONALD'S,11.77,cash,,False,,manual classify and post,
1444,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214074,2012-10-26,FLYING J,42.00,cash,,False,,manual classify and post,
1445,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214075,2012-10-26,FLYING J,6.09,cash,,False,,manual classify and post,
1446,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215276,2012-10-26,RUN'N ON EMPTY,40.00,cash,,False,,manual classify and post,
1447,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,145306,2012-10-26,WCB,12.82,cash,,False,,manual classify and post,
1448,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217038,2012-10-27,A BUCK OR TWO,14.18,cash,,False,,manual classify and post,
1449,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215275,2012-10-28,RUN'N ON EMPTY,50.00,cash,,False,,manual classify and post,
1450,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215138,2012-10-29,JUMBO,6.40,cash,,False,,manual classify and post,
1451,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215074,2012-10-29,MR SUDS INC.,5.60,cash,,False,,manual classify and post,
1452,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217368,2012-10-30,JOEYS,59.85,cash,,False,,manual classify and post,
1453,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,214833,2012-10-30,NYMANS ARTMARKS,211.58,cash,,False,,manual classify and post,
1454,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215469,2012-10-31,FIBRENEW,183.84,cash,,False,,manual classify and post,manual_2012_backfill
1455,P5-2012-10-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,217371,2012-10-31,MCDONALD'S,12.46,cash,,False,,manual classify and post,
1456,P5-2012-11-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215117,2012-11-01,MR SUDS INC.,10.40,cash,,False,,manual classify and post,
1457,P5-2012-11-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215255,2012-11-01,RUN'N ON EMPTY,20.00,cash,,False,,manual classify and post,
1458,P5-2012-11-petty_cash_business_likely,5,petty_cash_business_likely,expense_petty_cash_queue,215253,2012-11-02,RUN'N ON EMPTY,44.94,cash,,False,,manual classify and post,
